Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN Decoded,Serial Number,Make,Make - Unknown,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Driver / Operator Type,Automation Feature Version,Automation Feature Version CBI,Automation System Engaged?,Engagement Status,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Incident Date,Incident Date - Unknown,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Zip Code,Roadway Type,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Partly Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Crash With,Highest Injury Severity Alleged,CP Pre-Crash Movement,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Investigating Agency,Investigating Agency - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,Source_System
30270-11455,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S12R1,Y,,JAGUAR, ,I-PACE, ,2024, ,c3868a60524aabc,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,14:00, ,264c703043ce526,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , ,Y, , , , , , , , ,SUV,Property Damage. No Injured Reported,Proceeding Straight, ,Y, , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 2:00 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was traveling southeastbound on a narrow portion of [XXX] when it came to a stop at the intersection at [XXX] to yield to an SUV that was traveling northwestbound on [XXX]. While the Waymo AV was stopped, the SUV proceeded to pass the Waymo AV and the left side of the SUV made contact with the rear left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11451,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S17R1,Y,,JAGUAR, ,I-PACE, ,2024, ,9c232066e8bf4bf,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,11:08, ,37480c303aa9916,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Heavy Truck,Property Damage. No Injured Reported,Parking Maneuver, , , , , ,Y, , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,3.0, , , ,Y, , , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 11:08 AM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a heavy truck on [XXX] near [XXX]. 
The Waymo AV was traveling westbound on [XXX] in the left lane. A heavy truck that was stopped facing west in the right lane began to reverse into an alley on the north side of [XXX], and then came to a stop with its front left positioned partially within the left lane of [XXX]. The Waymo AV was proceeding in the left lane and maneuvered towards the left side within the left lane. The heavy truck then proceeded forward and further into the left lane, and the front left side of the heavy truck made contact with the front right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11468,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S12R1,Y,,JAGUAR, ,I-PACE, ,2024, ,2e33b64d457ec29,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,8:04, ,d5b83b180b8e66e,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , , , , , ,Y, , , ,Y, , , , , , , , ,SUV,Property Damage. No Injured Reported,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 8:04 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was traveling northbound on [XXX] when it slowed to a stop for a stop sign at the intersection at [XXX]. While the Waymo AV was stopped, an SUV approached the Waymo AV from behind and the front of the SUV made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11428,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S10M1,Y,,JAGUAR, ,I-PACE, ,2021, ,9dfadc4748614b2,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,22:45, ,0bdabfb53025c8a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,SUV,Property Damage. No Injured Reported,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 10:45 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was stopped facing northwest in the second from the left lane on [XXX] for a red light at the intersection at [XXX]. When the light turned green, the Waymo AV began to move forward momentarily and then stopped to yield to an active emergency vehicle traveling southwestbound on [XXX] with emergency lights activated. While the Waymo AV was stopped, an SUV approached the Waymo AV from behind and the front of the SUV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11426,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S10R1,Y,,JAGUAR, ,I-PACE, ,2024, ,3d21ad706a5bd24,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,11:40, ,0f38605821106e8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , ,Y, , , , , ,Y, , , , , , , , , , ,"Other, see Narrative",Property Damage. No Injured Reported,"Other, see Narrative", , , , , , , , , , ,Y,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,5.0, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 11:40 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Tempe, Arizona was in a collision involving a line of shopping carts in a parking lot at [XXX]. 
The Waymo was parked at the curb facing south in a parking lot at [XXX] for a passenger pick-up. The AV completed its pick-up and began moving forward as a pedestrian pushing a line of shopping carts towards the curb approached the AV from the left. As the Waymo AV began moving forward, the pedestrian continued pushing the shopping carts forward and the front left of the Waymo AV made contact with the shopping carts. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. The passenger was not belted at the time of the collision, having just entered the vehicle.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11421,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S17R1,Y,,JAGUAR, ,I-PACE, ,2024, ,2a10e9b27c25a9d,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,15:50, ,8ffca881a715613,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , , ,Y, , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 3:50 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling northbound in the right lane on [XXX] when it came to a stop in a queue of traffic for a red light at the intersection at [XXX]. A passenger car that was traveling behind the Waymo approached the Waymo AV from behind and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV and the passenger car sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11414,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S17R1,Y,,JAGUAR, ,I-PACE, ,2024, ,4d7948766225873,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,7:35, ,c6e76cfadfdf63a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Changing Lanes, , , , , ,Y, , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 7:35 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling northeastbound in the third from the right lane on [XXX] and attempting to merge into the left turn lane when it stopped to yield to a queue of traffic that filled the left turn lane at the intersection at [XXX]. A passenger car traveling northeastbound on [XXX] in the third from the right lane attempted to change lanes to the right as it approached the Waymo AV, and the front driver side of the passenger car made contact with the rear passenger side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11422,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S15R1,Y,,JAGUAR, ,I-PACE, ,2024, ,da1c07fbe9f0399,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,19:29, ,8f705450b9147b1,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , , , ,Y, , , , , , , , ,"Other, see Narrative",Property Damage. No Injured Reported,"Other, see Narrative", , , , , , , , , , ,Y,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,7.0, , , , , , , , , , ,Y, , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 7:29 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a small dumbbell on [XXX] near [XXX]. 
The Waymo AV was traveling southwestbound on [XXX] and the front right tire of the Waymo AV made contact with a small dumbbell in the Waymo AV's lane of travel. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The dumbbell sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11415,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S10R1,Y,,JAGUAR, ,I-PACE, ,2024, ,27b63f2ddf7d696,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,8:05, ,3035734d10bd2c9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , , , ,Y, , , , , , , , ,Pickup Truck,Property Damage. No Injured Reported,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 8:05 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Mateo, California was in a collision involving a pickup truck on [XXX] at [XXX]. 
The Waymo AV was stopped facing northwest in the right lane on [XXX] for a red light in a queue of traffic at the intersection at [XXX]. While the Waymo AV was stopped, a pickup truck traveling northwestbound in the right lane on [XXX] approached the Waymo AV from behind and the front of the pickup truck made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11419,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S13R1,Y,,JAGUAR, ,I-PACE, ,2024, ,df813095ba967dd,In-Vehicle (Commercial / Test),"5th Generation ADS, Version 10", ,ADS,Verified Not Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,19:36, ,65f46e4ce0abf66,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,Property Damage. No Injured Reported,,,,,,,,,,,,,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Crash Partner, No Subject Vehicle",Subject Vehicle - All Belted,3.0, , , , , ,Y, , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 7:36 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving the roof of a covered parking stall at [XXX]. 
The Waymo AV was traveling northwestbound in a parking lot at [XXX] when the test driver transitioned the Waymo AV to manual mode. The test driver proceeded to make a right turn into a covered parking stall and the sensor mounted on the roof of the Waymo AV made contact with the front edge of the roof covering the parking stall. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01.  Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11379,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S15M1,Y,,JAGUAR, ,I-PACE, ,2021, ,a716fa442f09994,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,0:16, ,8c9eb6fcf48d32c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , , ,Y, , , , ,Y, , , , , , , , , , ,Other Fixed Object,Property Damage. No Injured Reported,,,,,,,,,,,,,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,7.0, , , , , , , , , ,Y,Y, , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 12:16 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Tempe, Arizona was in a collision involving a small piece of concrete at a parking lot at [XXX]. 
The Waymo AV was stopped facing north at the entrance of a parking lot at [XXX] for a passenger drop-off. After the passengers had exited, the Waymo AV traveled northbound to enter the parking lot and the front and undercarriage of the Waymo AV made contact with a small piece of concrete on the pavement in the center of the driveway and attached to a chain at the entrance of the parking lot. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11381,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S11R1,Y,,JAGUAR, ,I-PACE, ,2024, ,4acbf8aad5f8aa1,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,1:12, ,92261685790d7b9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Making Left Turn, , , , , ,Y, , , , , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,22.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,Scottsdale Police Department, ,Yes, ,"On July [XXX], 2025 at 1:12 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Scottsdale, Arizona was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was stopped facing north in the second from the right lane on [XXX] for a red light at the intersection at [XXX]. When the light turned green, the Waymo AV proceeded straight, and a passenger car that was facing south in the left turn lane on [XXX] proceeded to make an unprotected left turn onto eastbound [XXX]. As the passenger car crossed into the Waymo AV's lane of travel, the Waymo maneuvered to the right and the front driver side of the passenger car made contact with the rear driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11467,1,Waymo LLC,Monthly,7.0,2025.0,Aug-25,SADHW2S11R1,Y,,JAGUAR, ,I-PACE, ,2024, ,2c6cb507a6366c8,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jul-25, ,4:11, ,e1e1bd78dd82e10,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,Property Damage. No Injured Reported,,,,,,,,,,,,,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,2.0, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,, ,Yes, ,"On July [XXX], 2025 at 4:11 AM PT a Waymo Autonomous Vehicle (""Waymo AV:) operating in Los Angeles, California was in a collision involving a barrier arm at the entrance of a parking lot at [XXX]. 
The Waymo AV was traveling westbound at the southeastern entrance to a parking lot at [XXX] and came to a stop for a closed barrier arm. The Waymo AV proceeded forward at a low speed and the front of the Waymo AV made contact with the closed barrier arm. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV and barrier arm sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
